BODEGA (COMERCIAL/INDUSTRIAL),CODIGO,LOTE,PRECIO1,PRECIO2,IVA(12/0/EX/NO)
COMERCIAL,7861028823803.4027.0000,FALDA CAMA DECORATIVA 2-FULL,100,0,0
COMERCIAL,7861028823803.4035.0000,FALDA CAMA DECORATIVA 2-FULL,100,0,0
COMERCIAL,7861028823803.4036.0000,FALDA CAMA DECORATIVA 2-FULL,100,0,0
COMERCIAL,7861028823803.4037.0000,FALDA CAMA DECORATIVA 2-FULL,100,0,0
COMERCIAL,7861028823803.4041.0000,FALDA CAMA DECORATIVA 2-FULL,100,0,0
COMERCIAL,7861028823803.4293.0000,FALDA CAMA DECORATIVA 2-FULL,100,0,0
COMERCIAL,7861028823803.4296.0000,FALDA CAMA DECORATIVA 2-FULL,100,0,0
COMERCIAL,7861028823919.1965.0000,FALDA CAMA GARDEN COLORS 2-FULL,20.0089,0,0
COMERCIAL,7861028823933.1956.0000,FALDA CAMA GARDEN COLORS 3-KING,24.4018,0,0
COMERCIAL,7861028824008.0000.0000,FUNDA NORDICA HOTEL TC180 2-FULL,54.0268,0,0
COMERCIAL,7861028824008.3015.3015,FUNDA NORDICA HOTEL TC180 2-FULL,54.0268,0,0
COMERCIAL,7861028824008.3709.3709,FUNDA NORDICA HOTEL TC180 2-FULL,54.0268,0,0
COMERCIAL,7861028824008.3710.3775,FUNDA NORDICA HOTEL TC180 2-FULL,54.0268,0,0
COMERCIAL,7861028824015.0000.0000,FUNDA NORDICA HOTEL TC180 1.5-TWIN,50.3482,0,0
COMERCIAL,7861028824015.3015.3015,FUNDA NORDICA HOTEL TC180 1.5-TWIN,50.3482,0,0
COMERCIAL,7861028824022.0000.0000,FUNDA NORDICA HOTEL TC180 2.5-QUEEN,56.8661,0,0
COMERCIAL,7861028824022.3015.3015,FUNDA NORDICA HOTEL TC180 2.5-QUEEN,56.8661,0,0
COMERCIAL,7861028824022.3709.3709,FUNDA NORDICA HOTEL TC180 2.5-QUEEN,56.8661,0,0
COMERCIAL,7861028824022.3710.3775,FUNDA NORDICA HOTEL TC180 2.5-QUEEN,56.8661,0,0
COMERCIAL,7861028824022.4728.4728,FUNDA NORDICA HOTEL TC180 2.5-QUEEN,56.8661,0,0
COMERCIAL,7861028824039.0000.0000,FUNDA NORDICA HOTEL TC180 3-KING,64.2857,0,0
COMERCIAL,7861028824039.3015.3015,FUNDA NORDICA HOTEL TC180 3-KING,64.2857,0,0
COMERCIAL,7861028824039.3709.3709,FUNDA NORDICA HOTEL TC180 3-KING,64.2857,0,0
COMERCIAL,7861028824039.3710.3775,FUNDA NORDICA HOTEL TC180 3-KING,64.2857,0,0
COMERCIAL,7861028824107.4046.4046,FUNDA NORDICA HOTEL TC220 1.5-TWIN,54.1518,0,0
COMERCIAL,7861028824114.4046.4046,FUNDA NORDICA HOTEL TC220 2-FULL,58.0714,0,0
COMERCIAL,7861028824121.4046.4046,FUNDA NORDICA HOTEL TC220 2.5-QUEEN,70.2411,0,0
COMERCIAL,7861028824138.4046.4046,FUNDA NORDICA HOTEL TC220 3-KING,77.8214,0,0
COMERCIAL,7861028824145.4046.4046,FUNDA NORDICA HOTEL TC220 EXTRA-KING,80.8393,0,0
COMERCIAL,7861028824206.2557.2557,FUNDA NORDICA HOTEL TC240 2-FULL,67.8929,0,0
COMERCIAL,7861028824220.2557.2557,FUNDA NORDICA HOTEL TC240 2.5-QUEEN,77.75,0,0
COMERCIAL,7861028824305.3984.3984,FUNDA NORDICA HOTEL TC260 2.5-QUEEN,98.0893,0,0
COMERCIAL,7861028824305.3985.3985,FUNDA NORDICA HOTEL TC260 2.5-QUEEN,98.0893,0,0
COMERCIAL,7861028824312.3332.3332,FUNDA NORDICA HOTEL TC260 2-FULL,88.3571,0,0
COMERCIAL,7861028824312.3333.3333,FUNDA NORDICA HOTEL TC260 2-FULL,88.3571,0,0
COMERCIAL,7861028824312.3335.3335,FUNDA NORDICA HOTEL TC260 2-FULL,88.3571,0,0
COMERCIAL,7861028824329.3984.3984,FUNDA NORDICA HOTEL TC260 EXTRA-KING,118,0,0
COMERCIAL,7861028824329.3985.3985,FUNDA NORDICA HOTEL TC260 EXTRA-KING,118,0,0
COMERCIAL,7861028824404.2558.2558,FUNDA NORDICA HOTEL TC280 2-FULL,92.6875,0,0
COMERCIAL,7861028824404.2559.2559,FUNDA NORDICA HOTEL TC280 2-FULL,92.6875,0,0
COMERCIAL,7861028824425.2769.2769,FUNDA NORDICA HOTEL TC280 2.5-QUEEN,102.8482,0,0
COMERCIAL,7861028824503.3713.3713,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.3940.3940,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.3941.3941,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.3943.3943,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.3944.3944,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.3945.3945,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.3946.3946,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.3947.3947,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.3948.3948,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4231.4231,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4233.4233,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4234.4234,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4236.4236,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4239.4239,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4240.4240,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4242.4242,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4244.4244,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4245.4245,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824503.4246.4246,FUNDA NORDICA HOTEL TC300 1.5-TWIN,96.5,0,0
COMERCIAL,7861028824510.2769.2769,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.2869.2869,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3713.3713,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3939.3939,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3940.3940,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3941.3941,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3942.3942,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3943.3943,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3944.3944,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3945.3945,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3946.3946,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3947.3947,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3948.3948,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.3949.3949,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4231.4231,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4232.4232,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4233.4233,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4234.4234,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4236.4236,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4237.4237,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4239.4239,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4240.4240,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4242.4242,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4244.4244,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4245.4245,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824510.4246.4246,FUNDA NORDICA HOTEL TC300 2-FULL,110.3304,0,0
COMERCIAL,7861028824527.3713.3713,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3939.3939,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3940.3940,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3941.3941,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3942.3942,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3943.3943,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3944.3944,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3945.3945,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3946.3946,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3947.3947,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3948.3948,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.3949.3949,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4231.4231,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4232.4232,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4233.4233,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4234.4234,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4236.4236,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4239.4239,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4240.4240,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4242.4242,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4244.4244,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4245.4245,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824527.4246.4246,FUNDA NORDICA HOTEL TC300 2.5-QUEEN,130.0179,0,0
COMERCIAL,7861028824534.3713.3713,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3939.3939,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3940.3940,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3941.3941,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3942.3942,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3943.3943,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3945.3945,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3946.3946,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3947.3947,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3948.3948,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.3949.3949,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.4231.4231,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.4236.4236,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.4239.4239,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.4245.4245,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824534.5241.5241,FUNDA NORDICA HOTEL TC300 3-KING,138.1696,0,0
COMERCIAL,7861028824541.3713.3713,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3939.3939,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3940.3940,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3941.3941,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3942.3942,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3943.3943,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3944.3944,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3945.3945,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3946.3946,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3947.3947,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3948.3948,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.3949.3949,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4231.4231,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4232.4232,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4233.4233,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4234.4234,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4236.4236,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4239.4239,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4240.4240,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4242.4242,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4244.4244,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4245.4245,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824541.4246.4246,FUNDA NORDICA HOTEL TC300 EXTRA-KING,165.6339,0,0
COMERCIAL,7861028824602.3479.3479,FUNDA NORDICA HOTEL TC500 1.5-TWIN,151.7232,0,0
COMERCIAL,7861028824602.3480.3480,FUNDA NORDICA HOTEL TC500 1.5-TWIN,151.7232,0,0
COMERCIAL,7861028824602.3481.3481,FUNDA NORDICA HOTEL TC500 1.5-TWIN,151.7232,0,0
COMERCIAL,7861028824602.3482.3482,FUNDA NORDICA HOTEL TC500 1.5-TWIN,151.7232,0,0
COMERCIAL,7861028824602.3483.3483,FUNDA NORDICA HOTEL TC500 1.5-TWIN,151.7232,0,0
COMERCIAL,7861028824619.2771.2771,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.2771.2773,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.2772.2772,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.2773.2773,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3210.3210,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3211.3211,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3212.3212,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3213.3213,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3214.3214,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3215.3215,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3216.3216,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3479.3479,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3480.3480,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3481.3481,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3482.3482,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3483.3483,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824619.3714.3714,FUNDA NORDICA HOTEL TC500 2-FULL,174.8304,0,0
COMERCIAL,7861028824626.2771.2771,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3210.3210,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3212.3212,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3213.3213,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3216.3216,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3479.3479,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3480.3480,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3481.3481,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3482.3482,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3483.3483,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3714.3714,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3986.3986,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3987.3987,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3988.3988,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824626.3989.3989,FUNDA NORDICA HOTEL TC500 2.5-QUEEN,203.4911,0,0
COMERCIAL,7861028824633.2076.1182,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.2769.2769,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.2771.2771,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3210.3210,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3212.3212,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3214.3214,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3480.3480,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3481.3481,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3714.3714,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3912.3912,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3987.3987,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824633.3988.3988,FUNDA NORDICA HOTEL TC500 3-KING,211.6339,0,0
COMERCIAL,7861028824640.3479.3479,FUNDA NORDICA HOTEL TC500 EXTRA-KING,223.75,0,0
COMERCIAL,7861028824640.3986.3986,FUNDA NORDICA HOTEL TC500 EXTRA-KING,223.75,0,0
COMERCIAL,7861028824640.3987.3987,FUNDA NORDICA HOTEL TC500 EXTRA-KING,223.75,0,0
COMERCIAL,7861028824640.3988.3988,FUNDA NORDICA HOTEL TC500 EXTRA-KING,223.75,0,0
COMERCIAL,7861028824640.3989.3989,FUNDA NORDICA HOTEL TC500 EXTRA-KING,223.75,0,0
COMERCIAL,7861028824701.4300.4300,FUNDA NORDICA HOTEL STRIPE TC400 1.5-TWIN,121.7143,0,0
COMERCIAL,7861028824718.4300.4300,FUNDA NORDICA HOTEL STRIPE TC400 2-FULL,139,0,0
COMERCIAL,7861028824725.4300.4300,FUNDA NORDICA HOTEL STRIPE TC400 2.5-QUEEN,163.8125,0,0
COMERCIAL,7861028824732.4300.4300,FUNDA NORDICA HOTEL STRIPE TC400 EXTRA-KING,198.7411,0,0
COMERCIAL,7861028824800.3990.3990,FUNDA NORDICA HOTEL STRIPE TC260 2.5-QUEEN,103,0,0
COMERCIAL,7861028824800.3991.3991,FUNDA NORDICA HOTEL STRIPE TC260 2.5-QUEEN,103,0,0
COMERCIAL,7861028824817.3990.3990,FUNDA NORDICA HOTEL STRIPE TC260 2-FULL,92.7768,0,0
COMERCIAL,7861028824824.3990.3990,FUNDA NORDICA HOTEL STRIPE TC260 3-KING,118.8482,0,0
COMERCIAL,7861028825111.4555.4555,FUNDA NORDICA HOTEL STRIPE TC220 2-FULL,56.7321,0,0
COMERCIAL,7861028825401.2769.2769,FUNDA NORDICA HOTEL STRIPE TC300 1.5-TWIN,101.3304,0,0
COMERCIAL,7861028825418.2769.2769,FUNDA NORDICA HOTEL STRIPE TC300 2-FULL,115.8482,0,0
COMERCIAL,7861028825425.2769.2769,FUNDA NORDICA HOTEL STRIPE TC300 2.5-QUEEN,136.5179,0,0
COMERCIAL,7861028825425.3713.3713,FUNDA NORDICA HOTEL STRIPE TC300 2.5-QUEEN,136.5179,0,0
COMERCIAL,7861028825425.3939.3939,FUNDA NORDICA HOTEL STRIPE TC300 2.5-QUEEN,136.5179,0,0
COMERCIAL,7861028825432.0000.0000,FUNDA NORDICA HOTEL STRIPE TC300 3-KING,145.0804,0,0
COMERCIAL,7861028825432.2769.2769,FUNDA NORDICA HOTEL STRIPE TC300 3-KING,145.0804,0,0
COMERCIAL,7861028825449.2769.2769,FUNDA NORDICA HOTEL STRIPE TC300 EXTRA-KING,145.0804,0,0
COMERCIAL,7861028825500.3479.3479,FUNDA NORDICA HOTEL STRIPE TC500 1.5-TWIN,165.6339,0,0
COMERCIAL,7861028825517.3479.3479,FUNDA NORDICA HOTEL STRIPE TC500 2-FULL,183.5804,0,0
COMERCIAL,7861028825708.4745.4745,FUNDA NORDICA HOTEL TC400 1.5-TWIN,104.9911,0,0
COMERCIAL,7861028825708.4754.4754,FUNDA NORDICA HOTEL TC400 1.5-TWIN,104.9911,0,0
COMERCIAL,7861028825708.4755.4755,FUNDA NORDICA HOTEL TC400 1.5-TWIN,104.9911,0,0
COMERCIAL,7861028825708.4758.4758,FUNDA NORDICA HOTEL TC400 1.5-TWIN,104.9911,0,0
COMERCIAL,7861028825708.4759.4759,FUNDA NORDICA HOTEL TC400 1.5-TWIN,104.9911,0,0
COMERCIAL,7861028825708.4761.4761,FUNDA NORDICA HOTEL TC400 1.5-TWIN,104.9911,0,0
COMERCIAL,7861028825715.4747.4747,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825715.4748.4748,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825715.4749.4749,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825715.4751.4751,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825715.4754.4754,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825715.4755.4755,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825715.4758.4758,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825715.4759.4759,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825715.4761.4761,FUNDA NORDICA HOTEL TC400 2.5-QUEEN,137.3571,0,0
COMERCIAL,7861028825722.4747.4747,FUNDA NORDICA HOTEL TC400 2-FULL,118.8036,0,0
COMERCIAL,7861028825722.4748.4748,FUNDA NORDICA HOTEL TC400 2-FULL,118.8036,0,0
COMERCIAL,7861028825722.4749.4749,FUNDA NORDICA HOTEL TC400 2-FULL,118.8036,0,0
COMERCIAL,7861028825722.4751.4751,FUNDA NORDICA HOTEL TC400 2-FULL,118.8036,0,0
COMERCIAL,7861028825722.4754.4754,FUNDA NORDICA HOTEL TC400 2-FULL,118.8036,0,0
COMERCIAL,7861028825722.4758.4758,FUNDA NORDICA HOTEL TC400 2-FULL,118.8036,0,0
COMERCIAL,7861028825722.4759.4759,FUNDA NORDICA HOTEL TC400 2-FULL,118.8036,0,0
COMERCIAL,7861028825722.4761.4761,FUNDA NORDICA HOTEL TC400 2-FULL,118.8036,0,0
COMERCIAL,7861028825739.4747.4747,FUNDA NORDICA HOTEL TC400 EXTRA-KING,169.9464,0,0
COMERCIAL,7861028825739.4748.4748,FUNDA NORDICA HOTEL TC400 EXTRA-KING,169.9464,0,0
COMERCIAL,7861028825739.4749.4749,FUNDA NORDICA HOTEL TC400 EXTRA-KING,169.9464,0,0
COMERCIAL,7861028825739.4751.4751,FUNDA NORDICA HOTEL TC400 EXTRA-KING,169.9464,0,0
COMERCIAL,7861028825739.4754.4754,FUNDA NORDICA HOTEL TC400 EXTRA-KING,169.9464,0,0
